-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2022 through 12/31/2022 
Location: Latitude  48.7672   Longitude 11.5064 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 449.8 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/hour) 
PS                    MERRA-2 Surface Pressure (kPa) 
WS50M                 MERRA-2 Wind Speed at 50 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,PRECTOTCORR,PS,WS50M
2022,1,1,0,0.0,0.01,97.15,9.45
2022,1,1,1,0.0,0.01,97.21,8.94
2022,1,1,2,0.0,0.01,97.26,8.26
2022,1,1,3,0.0,0.01,97.29,7.93
2022,1,1,4,0.0,0.01,97.29,7.32
2022,1,1,5,0.0,0.01,97.3,7.04
2022,1,1,6,0.0,0.01,97.31,6.5
2022,1,1,7,0.0,0.01,97.32,6.1
2022,1,1,8,19.34,0.01,97.35,5.66
2022,1,1,9,102.66,0.01,97.38,5.04
2022,1,1,10,225.43,0.01,97.41,4.18
2022,1,1,11,249.2,0.01,97.41,3.6
2022,1,1,12,254.35,0.01,97.38,3.73
2022,1,1,13,238.34,0.0,97.34,3.41
2022,1,1,14,178.02,0.0,97.3,2.6
2022,1,1,15,75.5,0.0,97.28,1.88
2022,1,1,16,7.82,0.0,97.25,1.93
2022,1,1,17,0.0,0.0,97.23,3.05
2022,1,1,18,0.0,0.0,97.22,4.39
2022,1,1,19,0.0,0.0,97.2,5.42
2022,1,1,20,0.0,0.0,97.18,5.87
2022,1,1,21,0.0,0.0,97.17,5.71
2022,1,1,22,0.0,0.0,97.14,5.23
2022,1,1,23,0.0,0.0,97.1,4.7
2022,1,2,0,0.0,0.0,97.04,4.26
2022,1,2,1,0.0,0.0,96.98,4.0
2022,1,2,2,0.0,0.0,96.93,4.08
2022,1,2,3,0.0,0.0,96.88,4.41
2022,1,2,4,0.0,0.0,96.82,4.69
2022,1,2,5,0.0,0.0,96.76,4.9
2022,1,2,6,0.0,0.0,96.71,5.29
2022,1,2,7,0.0,0.0,96.66,5.93
2022,1,2,8,17.18,0.0,96.64,6.35
2022,1,2,9,78.88,0.0,96.61,6.08
2022,1,2,10,172.89,0.0,96.58,5.58
2022,1,2,11,221.86,0.0,96.55,5.18
2022,1,2,12,199.7,0.0,96.49,5.02
2022,1,2,13,135.4,0.0,96.41,5.43
2022,1,2,14,94.55,0.0,96.36,6.75
2022,1,2,15,45.84,0.0,96.35,8.32
2022,1,2,16,8.1,0.0,96.35,9.69
2022,1,2,17,0.0,0.0,96.36,10.23
2022,1,2,18,0.0,0.0,96.39,10.62
2022,1,2,19,0.0,0.0,96.41,10.79
2022,1,2,20,0.0,0.0,96.43,10.22
2022,1,2,21,0.0,0.0,96.44,10.13
2022,1,2,22,0.0,0.0,96.42,10.18
2022,1,2,23,0.0,0.0,96.39,9.71
2022,1,3,0,0.0,0.01,96.36,9.55
2022,1,3,1,0.0,0.03,96.34,9.32
2022,1,3,2,0.0,0.06,96.32,9.56
2022,1,3,3,0.0,0.09,96.29,11.14
2022,1,3,4,0.0,0.16,96.26,11.81
2022,1,3,5,0.0,0.24,96.24,12.25
2022,1,3,6,0.0,0.16,96.26,13.01
2022,1,3,7,0.0,0.1,96.3,12.72
2022,1,3,8,13.02,0.06,96.34,11.69
2022,1,3,9,53.88,0.05,96.35,10.56
2022,1,3,10,92.85,0.06,96.35,9.75
2022,1,3,11,112.63,0.07,96.31,9.35
2022,1,3,12,107.81,0.08,96.24,10.17
2022,1,3,13,105.03,0.06,96.15,10.44
2022,1,3,14,92.02,0.04,96.09,10.07
2022,1,3,15,43.83,0.06,96.06,10.15
2022,1,3,16,7.4,0.09,96.03,10.42
2022,1,3,17,0.0,0.12,95.98,10.89
2022,1,3,18,0.0,0.16,95.94,11.2
2022,1,3,19,0.0,0.1,95.9,10.8
2022,1,3,20,0.0,0.13,95.84,10.28
2022,1,3,21,0.0,0.13,95.79,9.7
2022,1,3,22,0.0,0.13,95.72,8.93
2022,1,3,23,0.0,0.25,95.62,8.23
2022,1,4,0,0.0,0.46,95.51,7.91
2022,1,4,1,0.0,0.53,95.42,7.96
2022,1,4,2,0.0,0.48,95.32,8.28
2022,1,4,3,0.0,0.48,95.22,9.09
2022,1,4,4,0.0,0.58,95.13,8.82
2022,1,4,5,0.0,0.82,95.04,8.33
2022,1,4,6,0.0,0.95,94.95,8.29
2022,1,4,7,0.0,1.01,94.85,8.49
2022,1,4,8,14.05,1.08,94.74,9.41
2022,1,4,9,49.87,0.66,94.66,10.67
2022,1,4,10,62.11,0.25,94.58,13.28
2022,1,4,11,95.17,0.33,94.49,13.42
2022,1,4,12,125.99,0.33,94.41,14.24
2022,1,4,13,132.66,0.47,94.35,13.81
2022,1,4,14,62.55,0.92,94.28,13.08
2022,1,4,15,21.91,0.37,94.31,14.54
2022,1,4,16,6.89,0.1,94.37,13.83
2022,1,4,17,0.0,0.1,94.43,11.39
2022,1,4,18,0.0,0.14,94.48,8.62
2022,1,4,19,0.0,0.21,94.53,6.59
2022,1,4,20,0.0,0.32,94.58,5.2
2022,1,4,21,0.0,0.65,94.62,4.09
2022,1,4,22,0.0,0.91,94.67,2.97
2022,1,4,23,0.0,0.99,94.71,2.5
2022,1,5,0,0.0,0.83,94.74,3.09
2022,1,5,1,0.0,0.75,94.74,4.11
2022,1,5,2,0.0,0.61,94.76,5.22
2022,1,5,3,0.0,0.69,94.77,6.24
2022,1,5,4,0.0,0.4,94.75,6.93
2022,1,5,5,0.0,0.23,94.74,7.51
2022,1,5,6,0.0,0.19,94.76,7.79
2022,1,5,7,0.0,0.25,94.79,8.6
2022,1,5,8,9.98,0.24,94.88,10.1
2022,1,5,9,46.48,0.14,95.02,11.22
2022,1,5,10,82.59,0.05,95.17,10.76
2022,1,5,11,150.48,0.01,95.28,10.12
2022,1,5,12,178.55,0.0,95.32,10.31
2022,1,5,13,173.72,0.0,95.35,10.52
2022,1,5,14,137.59,0.0,95.38,10.48
2022,1,5,15,54.38,0.0,95.43,10.16
2022,1,5,16,8.04,0.01,95.48,10.47
2022,1,5,17,0.0,0.03,95.53,10.93
2022,1,5,18,0.0,0.07,95.58,11.09
2022,1,5,19,0.0,0.02,95.62,10.72
2022,1,5,20,0.0,0.02,95.64,10.14
2022,1,5,21,0.0,0.02,95.66,9.94
2022,1,5,22,0.0,0.03,95.69,9.81
2022,1,5,23,0.0,0.04,95.72,9.32
2022,1,6,0,0.0,0.05,95.73,9.12
2022,1,6,1,0.0,0.05,95.75,8.57
2022,1,6,2,0.0,0.04,95.79,8.06
2022,1,6,3,0.0,0.03,95.82,7.96
2022,1,6,4,0.0,0.02,95.86,7.87
2022,1,6,5,0.0,0.02,95.92,8.64
2022,1,6,6,0.0,0.02,95.98,8.31
2022,1,6,7,0.0,0.02,96.05,8.46
2022,1,6,8,17.7,0.02,96.14,7.98
2022,1,6,9,84.04,0.03,96.22,7.74
2022,1,6,10,111.48,0.04,96.29,8.17
2022,1,6,11,169.45,0.04,96.34,7.8
2022,1,6,12,166.04,0.03,96.37,7.1
2022,1,6,13,182.79,0.01,96.41,5.97
2022,1,6,14,113.82,0.0,96.44,4.51
2022,1,6,15,57.47,0.0,96.48,3.16
2022,1,6,16,9.42,0.0,96.52,2.59
2022,1,6,17,0.0,0.0,96.58,2.45
2022,1,6,18,0.0,0.0,96.62,2.43
2022,1,6,19,0.0,0.0,96.65,2.42
2022,1,6,20,0.0,0.0,96.67,2.32
2022,1,6,21,0.0,0.0,96.66,2.38
2022,1,6,22,0.0,0.0,96.66,2.76
2022,1,6,23,0.0,0.0,96.65,3.12
2022,1,7,0,0.0,0.0,96.64,3.28
2022,1,7,1,0.0,0.0,96.62,3.36
2022,1,7,2,0.0,0.0,96.59,3.74
2022,1,7,3,0.0,0.0,96.54,4.34
2022,1,7,4,0.0,0.0,96.5,4.59
2022,1,7,5,0.0,0.0,96.48,4.72
2022,1,7,6,0.0,0.0,96.46,4.7
2022,1,7,7,0.0,0.0,96.45,4.74
2022,1,7,8,17.72,0.0,96.45,4.76
2022,1,7,9,66.34,0.0,96.44,4.65
2022,1,7,10,126.27,0.0,96.41,5.26
2022,1,7,11,184.68,0.0,96.37,6.03
2022,1,7,12,164.45,0.0,96.3,6.34
2022,1,7,13,124.55,0.01,96.23,6.45
2022,1,7,14,90.41,0.03,96.18,5.99
2022,1,7,15,36.66,0.08,96.15,5.37
2022,1,7,16,8.75,0.14,96.14,5.97
2022,1,7,17,0.0,0.16,96.14,6.36
2022,1,7,18,0.0,0.11,96.13,6.63
2022,1,7,19,0.0,0.1,96.12,6.61
2022,1,7,20,0.0,0.08,96.11,7.08
2022,1,7,21,0.0,0.06,96.11,7.15
2022,1,7,22,0.0,0.02,96.1,7.33
2022,1,7,23,0.0,0.01,96.07,7.31
2022,1,8,0,0.0,0.01,96.0,7.09
2022,1,8,1,0.0,0.0,95.92,7.07
2022,1,8,2,0.0,0.0,95.85,7.09
2022,1,8,3,0.0,0.0,95.78,6.86
2022,1,8,4,0.0,0.04,95.7,6.46
2022,1,8,5,0.0,0.19,95.6,6.7
2022,1,8,6,0.0,0.39,95.55,7.33
2022,1,8,7,0.0,0.4,95.55,7.46
2022,1,8,8,15.3,0.28,95.58,7.44
2022,1,8,9,67.09,0.29,95.66,8.5
2022,1,8,10,75.11,0.25,95.76,10.9
2022,1,8,11,108.51,0.16,95.82,12.58
2022,1,8,12,137.03,0.09,95.86,12.24
2022,1,8,13,133.77,0.05,95.87,11.33
2022,1,8,14,126.88,0.02,95.89,9.61
2022,1,8,15,80.61,0.0,95.89,7.88
2022,1,8,16,12.19,0.0,95.8,6.37
2022,1,8,17,0.0,0.0,95.7,5.65
2022,1,8,18,0.0,0.0,95.6,5.9
2022,1,8,19,0.0,0.05,95.5,6.7
2022,1,8,20,0.0,0.12,95.37,7.46
2022,1,8,21,0.0,0.14,95.23,7.98
2022,1,8,22,0.0,0.08,95.07,8.67
2022,1,8,23,0.0,0.01,94.9,8.56
2022,1,9,0,0.0,0.03,94.71,8.5
2022,1,9,1,0.0,0.25,94.55,8.55
2022,1,9,2,0.0,0.72,94.46,8.53
2022,1,9,3,0.0,0.98,94.41,8.85
2022,1,9,4,0.0,0.56,94.37,9.99
2022,1,9,5,0.0,0.16,94.37,11.45
2022,1,9,6,0.0,0.05,94.39,11.9
2022,1,9,7,0.0,0.04,94.46,12.01
2022,1,9,8,15.69,0.05,94.56,12.93
2022,1,9,9,61.52,0.07,94.64,12.96
2022,1,9,10,101.33,0.07,94.74,12.58
2022,1,9,11,176.38,0.05,94.83,12.24
2022,1,9,12,166.36,0.03,94.89,11.73
2022,1,9,13,163.14,0.02,94.93,10.69
2022,1,9,14,107.0,0.02,94.97,9.48
2022,1,9,15,58.26,0.02,95.03,8.6
2022,1,9,16,11.14,0.01,95.1,8.21
2022,1,9,17,0.0,0.01,95.17,8.01
2022,1,9,18,0.0,0.0,95.24,7.49
2022,1,9,19,0.0,0.0,95.3,7.04
2022,1,9,20,0.0,0.0,95.36,6.59
2022,1,9,21,0.0,0.0,95.42,6.24
2022,1,9,22,0.0,0.0,95.46,5.8
2022,1,9,23,0.0,0.01,95.51,5.25
2022,1,10,0,0.0,0.01,95.58,4.9
2022,1,10,1,0.0,0.01,95.65,4.51
2022,1,10,2,0.0,0.01,95.74,4.11
2022,1,10,3,0.0,0.01,95.8,3.89
2022,1,10,4,0.0,0.01,95.86,3.65
2022,1,10,5,0.0,0.01,95.92,3.4
2022,1,10,6,0.0,0.01,96.0,3.23
2022,1,10,7,0.0,0.01,96.09,3.19
2022,1,10,8,16.71,0.0,96.21,3.2
2022,1,10,9,62.76,0.0,96.3,2.9
2022,1,10,10,124.3,0.01,96.4,3.35
2022,1,10,11,163.45,0.0,96.48,3.86
2022,1,10,12,152.48,0.0,96.54,4.32
2022,1,10,13,123.18,0.0,96.59,4.78
2022,1,10,14,92.97,0.0,96.66,4.96
2022,1,10,15,50.97,0.0,96.75,5.32
2022,1,10,16,11.48,0.0,96.86,6.17
2022,1,10,17,0.0,0.0,96.96,6.68
2022,1,10,18,0.0,0.0,97.05,6.74
2022,1,10,19,0.0,0.0,97.14,6.57
2022,1,10,20,0.0,0.01,97.21,6.57
2022,1,10,21,0.0,0.0,97.26,6.39
2022,1,10,22,0.0,0.0,97.3,6.13
2022,1,10,23,0.0,0.0,97.33,6.16
2022,1,11,0,0.0,0.0,97.36,6.27
2022,1,11,1,0.0,0.01,97.41,5.91
2022,1,11,2,0.0,0.01,97.45,5.28
2022,1,11,3,0.0,0.01,97.47,4.6
2022,1,11,4,0.0,0.01,97.5,4.1
2022,1,11,5,0.0,0.01,97.54,3.86
2022,1,11,6,0.0,0.01,97.58,3.73
2022,1,11,7,0.0,0.0,97.61,3.7
2022,1,11,8,17.48,0.0,97.65,3.71
2022,1,11,9,85.51,0.0,97.69,3.34
2022,1,11,10,131.96,0.0,97.71,3.58
2022,1,11,11,164.39,0.01,97.72,3.82
2022,1,11,12,165.98,0.01,97.72,4.11
2022,1,11,13,138.3,0.0,97.71,4.35
2022,1,11,14,95.97,0.0,97.71,4.42
2022,1,11,15,48.05,0.0,97.73,4.55
2022,1,11,16,12.37,0.0,97.76,4.96
2022,1,11,17,0.0,0.0,97.81,5.3
2022,1,11,18,0.0,0.0,97.87,5.51
2022,1,11,19,0.0,0.0,97.92,5.49
2022,1,11,20,0.0,0.0,97.96,5.2
2022,1,11,21,0.0,0.0,97.98,4.7
2022,1,11,22,0.0,0.0,97.99,4.18
2022,1,11,23,0.0,0.0,97.99,3.65
2022,1,12,0,0.0,0.0,98.0,3.13
2022,1,12,1,0.0,0.0,98.01,2.76
2022,1,12,2,0.0,0.0,98.03,2.45
2022,1,12,3,0.0,0.0,98.05,2.22
2022,1,12,4,0.0,0.0,98.08,2.17
2022,1,12,5,0.0,0.0,98.11,2.12
2022,1,12,6,0.0,0.0,98.15,1.93
2022,1,12,7,0.0,0.0,98.2,1.57
2022,1,12,8,21.42,0.0,98.27,1.24
2022,1,12,9,68.52,0.0,98.31,1.07
2022,1,12,10,101.64,0.0,98.33,1.02
2022,1,12,11,149.09,0.0,98.31,0.93
2022,1,12,12,191.77,0.0,98.28,0.41
2022,1,12,13,170.52,0.0,98.27,1.04
2022,1,12,14,156.47,0.0,98.28,1.75
2022,1,12,15,80.66,0.0,98.29,1.77
2022,1,12,16,16.88,0.0,98.3,1.38
2022,1,12,17,0.0,0.0,98.32,0.99
2022,1,12,18,0.0,0.0,98.36,1.07
2022,1,12,19,0.0,0.0,98.41,1.19
2022,1,12,20,0.0,0.0,98.44,0.87
2022,1,12,21,0.0,0.0,98.45,0.18
2022,1,12,22,0.0,0.0,98.45,0.97
2022,1,12,23,0.0,0.0,98.47,1.26
2022,1,13,0,0.0,0.0,98.49,1.49
2022,1,13,1,0.0,0.0,98.49,1.83
2022,1,13,2,0.0,0.0,98.49,1.95
2022,1,13,3,0.0,0.0,98.48,1.9
2022,1,13,4,0.0,0.0,98.48,2.01
2022,1,13,5,0.0,0.0,98.47,2.24
2022,1,13,6,0.0,0.01,98.49,2.36
2022,1,13,7,0.0,0.01,98.51,2.4
2022,1,13,8,18.12,0.01,98.55,2.13
2022,1,13,9,126.41,0.0,98.58,1.53
2022,1,13,10,137.59,0.0,98.6,1.1
2022,1,13,11,163.11,0.0,98.58,0.96
2022,1,13,12,195.34,0.0,98.53,1.03
2022,1,13,13,191.12,0.0,98.47,1.21
2022,1,13,14,140.91,0.0,98.44,1.4
2022,1,13,15,72.88,0.0,98.43,1.54
2022,1,13,16,16.98,0.0,98.43,1.63
2022,1,13,17,0.0,0.0,98.44,1.64
2022,1,13,18,0.0,0.0,98.43,1.73
2022,1,13,19,0.0,0.0,98.41,1.97
2022,1,13,20,0.0,0.0,98.4,2.24
2022,1,13,21,0.0,0.0,98.38,2.45
2022,1,13,22,0.0,0.0,98.34,2.69
2022,1,13,23,0.0,0.0,98.3,2.89
2022,1,14,0,0.0,0.0,98.25,2.91
2022,1,14,1,0.0,0.0,98.2,2.86
2022,1,14,2,0.0,0.0,98.17,2.94
2022,1,14,3,0.0,0.0,98.13,3.28
2022,1,14,4,0.0,0.0,98.1,3.66
2022,1,14,5,0.0,0.0,98.08,3.92
2022,1,14,6,0.0,0.0,98.06,4.05
2022,1,14,7,0.0,0.0,98.04,4.27
2022,1,14,8,29.03,0.0,98.01,4.58
2022,1,14,9,136.23,0.0,98.0,4.42
2022,1,14,10,250.7,0.0,98.0,3.82
2022,1,14,11,301.05,0.0,97.97,3.53
2022,1,14,12,338.27,0.0,97.91,4.09
2022,1,14,13,312.11,0.0,97.85,5.17
2022,1,14,14,241.26,0.0,97.82,5.21
2022,1,14,15,126.87,0.0,97.79,5.39
2022,1,14,16,22.13,0.0,97.77,6.03
2022,1,14,17,0.0,0.0,97.76,6.39
2022,1,14,18,0.0,0.0,97.75,6.28
2022,1,14,19,0.0,0.0,97.75,5.92
2022,1,14,20,0.0,0.0,97.76,5.45
2022,1,14,21,0.0,0.0,97.77,4.82
2022,1,14,22,0.0,0.0,97.76,3.98
2022,1,14,23,0.0,0.0,97.75,3.22
2022,1,15,0,0.0,0.01,97.71,2.63
2022,1,15,1,0.0,0.01,97.68,2.14
2022,1,15,2,0.0,0.01,97.65,1.76
2022,1,15,3,0.0,0.01,97.61,1.5
2022,1,15,4,0.0,0.01,97.58,1.43
2022,1,15,5,0.0,0.01,97.57,1.6
2022,1,15,6,0.0,0.01,97.56,1.92
2022,1,15,7,0.0,0.01,97.55,2.28
2022,1,15,8,21.78,0.01,97.53,2.63
2022,1,15,9,124.03,0.01,97.51,2.69
2022,1,15,10,198.61,0.01,97.49,2.81
2022,1,15,11,162.59,0.01,97.46,3.26
2022,1,15,12,203.53,0.01,97.39,3.45
2022,1,15,13,165.45,0.01,97.33,3.59
2022,1,15,14,123.49,0.01,97.28,3.66
2022,1,15,15,67.21,0.0,97.26,3.65
2022,1,15,16,21.05,0.01,97.22,3.86
2022,1,15,17,0.0,0.01,97.2,4.11
2022,1,15,18,0.0,0.01,97.18,4.07
2022,1,15,19,0.0,0.01,97.15,3.85
2022,1,15,20,0.0,0.01,97.12,3.52
2022,1,15,21,0.0,0.02,97.1,3.21
2022,1,15,22,0.0,0.02,97.07,3.04
2022,1,15,23,0.0,0.01,97.05,2.92
2022,1,16,0,0.0,0.01,97.02,2.8
2022,1,16,1,0.0,0.02,96.99,2.79
2022,1,16,2,0.0,0.01,96.97,3.02
2022,1,16,3,0.0,0.01,96.93,3.3
2022,1,16,4,0.0,0.01,96.91,3.48
2022,1,16,5,0.0,0.01,96.9,3.57
2022,1,16,6,0.0,0.01,96.91,3.8
2022,1,16,7,0.0,0.01,96.93,4.33
2022,1,16,8,21.75,0.01,96.96,5.12
2022,1,16,9,125.2,0.01,97.0,6.4
2022,1,16,10,193.57,0.01,97.02,7.68
2022,1,16,11,224.77,0.0,97.04,8.56
2022,1,16,12,252.52,0.0,97.03,9.31
2022,1,16,13,214.07,0.0,97.04,9.83
2022,1,16,14,143.75,0.01,97.07,10.0
2022,1,16,15,66.0,0.01,97.13,9.09
2022,1,16,16,17.23,0.01,97.19,8.43
2022,1,16,17,0.0,0.01,97.25,8.44
2022,1,16,18,0.0,0.0,97.3,8.85
2022,1,16,19,0.0,0.0,97.35,8.36
2022,1,16,20,0.0,0.01,97.4,8.35
2022,1,16,21,0.0,0.01,97.45,8.14
2022,1,16,22,0.0,0.01,97.49,8.44
2022,1,16,23,0.0,0.02,97.49,8.72
2022,1,17,0,0.0,0.02,97.46,8.87
2022,1,17,1,0.0,0.02,97.44,9.18
2022,1,17,2,0.0,0.01,97.44,9.39
2022,1,17,3,0.0,0.01,97.44,8.92
2022,1,17,4,0.0,0.01,97.44,8.67
2022,1,17,5,0.0,0.01,97.46,9.03
2022,1,17,6,0.0,0.02,97.48,9.74
2022,1,17,7,0.0,0.02,97.48,10.04
2022,1,17,8,19.02,0.02,97.49,10.22
2022,1,17,9,67.81,0.01,97.49,10.17
2022,1,17,10,116.25,0.02,97.52,10.74
2022,1,17,11,158.0,0.01,97.54,11.34
2022,1,17,12,173.11,0.01,97.52,11.98
2022,1,17,13,153.93,0.02,97.47,12.73
2022,1,17,14,113.33,0.04,97.47,13.1
2022,1,17,15,60.23,0.07,97.51,12.87
2022,1,17,16,19.59,0.07,97.57,12.59
2022,1,17,17,0.0,0.07,97.63,12.17
2022,1,17,18,0.0,0.08,97.69,11.59
2022,1,17,19,0.0,0.12,97.74,10.95
2022,1,17,20,0.0,0.1,97.78,9.99
2022,1,17,21,0.0,0.09,97.82,9.15
2022,1,17,22,0.0,0.06,97.85,8.52
2022,1,17,23,0.0,0.04,97.88,7.72
2022,1,18,0,0.0,0.02,97.91,6.99
2022,1,18,1,0.0,0.02,97.96,6.0
2022,1,18,2,0.0,0.02,98.0,4.99
2022,1,18,3,0.0,0.02,98.01,4.36
2022,1,18,4,0.0,0.01,98.03,4.12
2022,1,18,5,0.0,0.01,98.05,4.12
2022,1,18,6,0.0,0.01,98.09,4.05
2022,1,18,7,0.0,0.01,98.14,3.91
2022,1,18,8,31.03,0.01,98.18,3.67
2022,1,18,9,123.74,0.0,98.23,3.27
2022,1,18,10,142.98,0.0,98.27,3.16
2022,1,18,11,187.58,0.0,98.27,3.04
2022,1,18,12,188.51,0.0,98.25,2.61
2022,1,18,13,143.7,0.01,98.21,2.33
2022,1,18,14,107.46,0.0,98.18,2.17
2022,1,18,15,57.95,0.0,98.16,2.09
2022,1,18,16,21.4,0.01,98.15,2.09
2022,1,18,17,0.0,0.01,98.14,2.12
2022,1,18,18,0.0,0.0,98.14,2.33
2022,1,18,19,0.0,0.0,98.14,2.75
2022,1,18,20,0.0,0.0,98.12,3.33
2022,1,18,21,0.0,0.0,98.09,3.95
2022,1,18,22,0.0,0.0,98.05,4.52
2022,1,18,23,0.0,0.0,97.99,5.06
2022,1,19,0,0.0,0.0,97.93,5.62
2022,1,19,1,0.0,0.0,97.84,6.05
2022,1,19,2,0.0,0.0,97.75,6.17
2022,1,19,3,0.0,0.0,97.66,5.88
2022,1,19,4,0.0,0.0,97.59,5.57
2022,1,19,5,0.0,0.0,97.54,5.34
2022,1,19,6,0.0,0.0,97.5,5.12
2022,1,19,7,0.0,0.01,97.45,4.91
2022,1,19,8,31.96,0.01,97.4,4.66
2022,1,19,9,151.29,0.0,97.36,4.78
2022,1,19,10,200.61,0.0,97.31,4.77
2022,1,19,11,262.8,0.0,97.23,4.62
2022,1,19,12,329.4,0.0,97.11,4.77
2022,1,19,13,313.02,0.0,97.0,5.49
2022,1,19,14,252.67,0.0,96.92,6.23
2022,1,19,15,139.52,0.0,96.85,6.9
2022,1,19,16,28.49,0.01,96.84,8.4
2022,1,19,17,0.0,0.01,96.84,9.97
2022,1,19,18,0.0,0.0,96.84,10.23
2022,1,19,19,0.0,0.01,96.83,10.35
2022,1,19,20,0.0,0.01,96.82,10.73
2022,1,19,21,0.0,0.01,96.81,10.95
2022,1,19,22,0.0,0.01,96.79,10.24
2022,1,19,23,0.0,0.03,96.79,10.59
2022,1,20,0,0.0,0.11,96.76,10.7
2022,1,20,1,0.0,0.2,96.72,10.56
2022,1,20,2,0.0,0.24,96.68,9.85
2022,1,20,3,0.0,0.23,96.66,9.77
2022,1,20,4,0.0,0.15,96.66,9.92
2022,1,20,5,0.0,0.09,96.67,9.55
2022,1,20,6,0.0,0.04,96.69,9.16
2022,1,20,7,0.0,0.02,96.72,9.05
2022,1,20,8,26.22,0.02,96.73,9.23
2022,1,20,9,64.92,0.04,96.71,9.48
2022,1,20,10,124.37,0.18,96.73,10.98
2022,1,20,11,178.71,0.27,96.74,12.06
2022,1,20,12,159.2,0.16,96.75,11.78
2022,1,20,13,174.88,0.08,96.75,10.93
2022,1,20,14,127.81,0.05,96.76,10.42
2022,1,20,15,67.88,0.03,96.79,10.14
2022,1,20,16,24.45,0.01,96.83,10.44
2022,1,20,17,0.0,0.0,96.86,10.64
2022,1,20,18,0.0,0.0,96.9,11.07
2022,1,20,19,0.0,0.01,96.94,11.23
2022,1,20,20,0.0,0.04,96.99,11.14
2022,1,20,21,0.0,0.04,97.05,11.08
2022,1,20,22,0.0,0.04,97.09,10.45
2022,1,20,23,0.0,0.05,97.12,9.84
2022,1,21,0,0.0,0.07,97.14,9.88
2022,1,21,1,0.0,0.09,97.17,9.55
2022,1,21,2,0.0,0.05,97.23,8.62
2022,1,21,3,0.0,0.02,97.27,7.88
2022,1,21,4,0.0,0.01,97.32,7.31
2022,1,21,5,0.0,0.01,97.37,7.05
2022,1,21,6,0.0,0.01,97.43,6.87
2022,1,21,7,0.0,0.01,97.48,6.54
2022,1,21,8,33.13,0.01,97.52,6.3
2022,1,21,9,122.97,0.0,97.54,6.02
2022,1,21,10,193.9,0.01,97.56,7.05
2022,1,21,11,232.2,0.05,97.54,8.22
2022,1,21,12,232.96,0.14,97.49,9.48
2022,1,21,13,201.14,0.16,97.45,10.42
2022,1,21,14,148.61,0.15,97.42,10.21
2022,1,21,15,86.26,0.13,97.42,9.37
2022,1,21,16,28.16,0.12,97.44,9.52
2022,1,21,17,0.0,0.09,97.46,9.98
2022,1,21,18,0.0,0.08,97.49,9.44
2022,1,21,19,0.0,0.03,97.52,9.14
2022,1,21,20,0.0,0.03,97.54,8.75
2022,1,21,21,0.0,0.05,97.52,8.26
2022,1,21,22,0.0,0.09,97.5,8.22
2022,1,21,23,0.0,0.09,97.47,8.45
2022,1,22,0,0.0,0.08,97.42,8.84
2022,1,22,1,0.0,0.08,97.37,9.29
2022,1,22,2,0.0,0.1,97.33,9.68
2022,1,22,3,0.0,0.16,97.3,9.94
2022,1,22,4,0.0,0.17,97.29,10.15
2022,1,22,5,0.0,0.17,97.31,10.32
2022,1,22,6,0.0,0.18,97.34,10.24
2022,1,22,7,0.0,0.17,97.38,10.54
2022,1,22,8,21.82,0.15,97.44,9.61
2022,1,22,9,53.5,0.12,97.47,9.14
2022,1,22,10,85.95,0.1,97.51,9.16
2022,1,22,11,111.17,0.08,97.54,9.66
2022,1,22,12,126.66,0.07,97.55,9.27
2022,1,22,13,124.88,0.07,97.56,8.54
2022,1,22,14,90.36,0.07,97.57,8.34
2022,1,22,15,43.41,0.08,97.58,8.23
2022,1,22,16,18.85,0.09,97.62,7.96
2022,1,22,17,0.0,0.11,97.66,7.57
2022,1,22,18,0.0,0.12,97.7,7.38
2022,1,22,19,0.0,0.1,97.74,7.3
2022,1,22,20,0.0,0.08,97.78,7.42
2022,1,22,21,0.0,0.07,97.8,7.46
2022,1,22,22,0.0,0.05,97.8,7.21
2022,1,22,23,0.0,0.04,97.8,6.88
2022,1,23,0,0.0,0.04,97.79,6.62
2022,1,23,1,0.0,0.03,97.78,6.36
2022,1,23,2,0.0,0.03,97.77,5.97
2022,1,23,3,0.0,0.03,97.77,5.66
2022,1,23,4,0.0,0.03,97.8,5.34
2022,1,23,5,0.0,0.03,97.84,5.0
2022,1,23,6,0.0,0.02,97.86,4.53
2022,1,23,7,0.0,0.01,97.88,4.12
2022,1,23,8,27.45,0.01,97.9,3.87
2022,1,23,9,74.59,0.01,97.95,3.47
2022,1,23,10,116.08,0.01,97.99,3.23
2022,1,23,11,163.88,0.01,98.0,2.97
2022,1,23,12,174.73,0.02,97.97,2.71
2022,1,23,13,178.96,0.01,97.92,2.68
2022,1,23,14,122.19,0.01,97.89,2.87
2022,1,23,15,70.72,0.0,97.88,3.25
